용도,일반명(한글),일반명(영문),CAS No,화학명,구조식,용해도,분자식,비점,분자량,증기압,외관,KowLogP,융점,밀도,코드명,코드설명,계통명
살균,메프로닐,Mepronil,55814-41-0,3′-isopropoxy-o-toluanilide,,"In water 8.23 mg/L (20℃).  In acetone >500, methanol 380, n-hexane 1.37, toluene 160, dichloromethane >500, ethyl acetate 379 (all in g/L, 20℃).",C17H19NO2,276.5℃/3990 Pa,269.3,276.5℃/3990 Pa,무색 결정,,91.4℃,1.138 (20℃),다2,복합체Ⅱ의 숙신산(호박산염) 탈수소효소 저해,benzanilide
제초,메플루이다이드,mefluidide,53780-34-0,"5′-(1,1,1-trifluoromethanesulfonamido)acet-2′,4′-xylidide",,"In water 180 mg/L (23℃). In acetone 350, methanol 310, acetonitrile 64, ethyl acetate 50, n-octanol 17, diethyl ether 3.9,     dichloromethane 2.1, benzene 0.31, xylene 0.12 (all in g/L, 23℃).",C11H13F3N2O3S,,310.3,,무색 무취 결정,"2.02 (25℃, unionised)",183-185℃,,미분류,작용기구 불명,anilide
제초,메플루이다이드디올라마인,mefluidide-diolamine,53780-36-2,"5′-(1,1,1-trifluoromethanesulfonamido)acet-2′,4′-xylidide - 2,2′-iminodiethanol (1:1)",,,C15H24F3N3O5S,,415.4,,,,,,미분류,작용기구 불명,anilide
제초,메플루이디드포타슘,mefluidide-potassium,83601-83-6,"potassium (EZ)-N-[5-(1,1,1-trifluoromethanesulfonamido)-2,4-xylyl]acetimidate",,,C11H12F3KN2O3S,,348.4,,,,,,미분류,작용기구 불명,anilide
생조,메피쾃클로라이드,Mepiquat chloride,24307-26-4,"1,1-dimethylpiperidinium chloride",,"In water &#38;gt50% w/w (20℃). In methanol 48.7, n-octanol 0.962, acetonitrile 0.280, dihydromethane 0.051, acetone 0.002, toluene, n-heptane and     ethyl acetate &#38;lt0.001 (all in g/100mL, 20℃).",C7H16ClN,,149.7,,무색 무취 흡습성 결정,,&#38;ampgt300℃,1.166 (room temp.),비대상(생장조정제),생장조정제 비저항성 발생 농약,growth inhibitors
살균,멥틸디노캅,Meptyldinocap,131-72-6,"(RS)-2-(1-methylheptyl)-4,6-dinitrophenyl crotonate",,In water 0.016 mg/L (25°C).,C18H24N2O6,,364.4,,Yellow to brown liquid,5.980,-22.5℃,,다5,산화적인산화 반응에서 인산화반응 저해,dinitrophenol
살충,모나크로스포륨타우마슘케이비시3017,Monacrosporium thaumasium KBC-3017,,Monacrosporium thaumasium KBC 3017,,,미생물,,,,걸꿀달걀꼴모양의 분생포자 형성,,,,미분류(살충제),"아자디락틴, 디코폴 등",미생물
살충,모노크로토포스,Monocrotophos,6923-22-4,dimethyl (E)-1-methyl-2-(methylcarbamoyl)vinyl phosphate or 3-dimethoxyphosphinoyloxy-N-methylisocrotonamide,,"In water 100% (20℃). In methanol 100%, acetone 70%, n-octnol 25%, toluene 6% (all 20℃). Sparingly soluble in kerosene and diesel oil.",C7H14NO5P,125℃/0.0005 mmHg,223.2,125℃/0.0005 mmHg,무색 흡습성 결정,-0.22 (calc.),54-55℃,1.22 kg/L (20℃),1b,유기인계,organophosphate
제초,모니소우론,monisouron,55807-46-0,"1-(5-tert-butyl-1,2-oxazol-3-yl)-3-methylurea or 1-(5-tert-butylisoxazol-3-yl)-3-methylurea",,,C9H15N3O2,,197.2,,,,,,미분류,작용기구 불명,"oxazole, urea"
살충,모란텔타트레이트,Moranteltartrate,26155-31-7,"trans-1,4,5,6-tetrahydro-1-methyl-2-[2-(3-methyl-2-thienyl) vinyl]-pyrimidine tartrate",,,C12H16N2S · C4H6O6,,370.4,,,,,,미분류,작용기구 불명,tetrahydropyrimidine
살충,목시덱틴,moxidectin,113507-06-5,"(10E,14E,16E)-(1R,4S,5′S,6R,6′S,8R,13R,20R,21R,24S)-6′-[(1E)-1,3-dimethylbut-1-enyl]-21,24-dihydroxy-5′,11,13,22-tetramethyl-(3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene)-6-spiro-2′-(tetrahydropyran)-2,4′-dione 4′-(E)-(O-methyloxime)",,,C37H53NO8,,639.8,,,,,,미분류,작용기구 불명,milbemycin
제초,몰리네이트,Molinate,2212-67-1,S-ethyl azepane-1-carbothioate  or  S-ethyl perhydroazepine-1-carbothioate  or  S-ethyl perhydroazepine-1-thiocarboxylate,,"In water (unbuffered) 1100 mg/L. Miscible with most common organic solvents, e.g. acetone, methanol, ethanol, kerosene, ethyl acetate, n-octanol,     dichloromethane, hexane, toluene, chlorobenzene, xylene.",C9H17NOS,277.5-278.5℃,187.3,277.5-278.5℃,투명 액체,"2.86 (pH 7.85-7.94, 23℃)",<-25℃,1.0643 (20℃),H15,장쇄 지방산 합성저해,thiocarbamate
살충,무스칼루러,muscalure,27519-02-4,(Z)-tricos-9-ene,,"In water <4 × 10^-6 mg/L (pH c. 8.5, 20℃). Soluble in hydrocarbons, alcohols, ketones and esters.",C23H46,"378℃, (174-178℃/0.1 mmHg)",322.6,"378℃, (174-178℃/0.1 mmHg)",무색~호박색 기름,4.09,<0℃,0.80 (20℃),미분류,작용기구 불명,dipteran attractants
살충,밀베멕틴,Milbemectin,1799297-76-9,"extended von Baeyer nomenclature: mixture of 70% (10E,14E,16E)-(1R,4S,5′S,6R,6′R,8R,13R,20R,21R,24S)-6′-ethyl-21,24-dihydroxy-5′,11,13,22-tetramethyl-(3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene)-6-spiro-2′-(tetrahydropyran)-2-one and 30% (10E,14E,16E)-(1R,4S,5′S,6R,6′R,8R,13R,20R,21R,24S)-21,24-dihydroxy-5′,6′,11,13,22-pentamethyl-(3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene)-6-spiro-2′-(tetrahydropyran)-2-one",,"A3: In water 0.88 ppm. In methanol 64.8, ethanol 41.9, acetone 66.1, n-hexane 1.4, benzene 143.1, ethyl acetate 69.5 (g/L). A4: In water 7.2 ppm. In methanol 458.8, ethanol 234.0, acetone 365.3, n-hexane 6.5, benzene 524.2, ethyl acetate 320.4 (g/L)          (all 20℃).",C31H44O7(A3)+C32H46O7(A4),,"528.7 (A3), 542.7 (A4)",,백색 결정성 분말,,"212-215℃ (A3, A4)","1.1270 (A3), 1.1265 (A4) (both 25℃)",6,"아버멕틴계, 밀베마이신계",milbemycin
살충,바닐리프롤,vaniliprole,145767-97-1,"(E)-1-(2,6-dichloro-α,α,α-trifluoro-p-tolyl)-5-(4-hydroxy-3-methoxybenzylideneamino)-4-trifluoromethylthiopyrazole-3-carbonitrile",,,C20H10Cl2F6N4O2S,,555.3,,,,,,미분류,작용기구 불명,phenylpyrazole
살충,바미도티온,Vamidothion,2275-23-2,"O,O-dimethyl S-(RS)-2-(1-methylcarbamoylethylthio)ethyl phosphorothioate or (RS)-2-(2-dimethoxyphosphinoylthioethylthio)-N-methylpropionamide",,In water 1.00 × 10^6 mg/L (20℃).,C8H18NO4PS2,,287.3,,,0.160,43℃,,1b,유기인계,aliphatic amide organothiophosphate
살균,바실루스발리스모르티스이엑스티엔1,Bacillus vallismortis EXTN-1,,bacillus vallismortis extn-1,,,미생물,,,,,,,,,,미생물
생조,바실루스벨레젠시스피지알1,Bacillus velezensis PGR-1,미생물,Bacillus velezensis PGR-1,,,Bacillus velezensis PGR-1,,,,"진한 갈색,달달한 단내 액상",,,,,,
살균,바실루스서브틸리스디비비1501,Bacillus subtilis DBB-1501,,Bacillus subtilis DBB1501,,,미생물,,,,"타원형, 간상형 포자형성",,,,생2,"미생물 및 미생물 추출물 또는 대사산물(경쟁, 균기생, 항균성, 세포막 저해, 용해 효소, 식물 저항성 유도 등)",미생물
살균,바실루스서브틸리스시제이9,Bacillus subtilis CJ-9,,Bacillus subtilis CJ-9,,,미생물,,,,배지상의 Colony가 분홍빛을 띔,,,,생1,"식물 추출물(세포벽, 이온막수송체에 다양한 작용, 포자 및 발아관에 영향, 식물저항성 유도 등)",미생물
살균,바실루스서브틸리스에이치에이아이0404,Bacillus subtilis HAI-0404,,bacillus subtilis hhi-0404,,,미생물,,,,,,,,바6,병원균의 세포막 기능을 교란하는 미생물,미생물
살균,바실루스서브틸리스엠27,Bacillus subtilis M-27,,bacillus subtilis M27,,,미생물,,,,,,,,생1,"식물 추출물(세포벽, 이온막수송체에 다양한 작용, 포자 및 발아관에 영향, 식물저항성 유도 등)",미생물
살균,바실루스서브틸리스엠비아이600,Bacillus subtilis MBI-600,,bacillus subtilis mbi600,,,미생물,,,,,,,,바6,병원균의 세포막 기능을 교란하는 미생물,미생물
살균,바실루스서브틸리스와이1336,Bacillus subtilis Y-1336,,Bacillus subtilis Y1336,,,미생물,,,,,,,,바6,병원균의 세포막 기능을 교란하는 미생물,미생물
살균,바실루스서브틸리스이더블유421,Bacillus subtilis EW-421,,Bacillus subtilis EW42-1,,,미생물,,,,,,,,생1,"식물 추출물(세포벽, 이온막수송체에 다양한 작용, 포자 및 발아관에 영향, 식물저항성 유도 등)",미생물
살균,바실루스서브틸리스제이케이케이238,Bacillus subtilis JKK-238,,Bacillus subtilis JKK238,,,미생물,,,,,,,,생2,"미생물 및 미생물 추출물 또는 대사산물(경쟁, 균기생, 항균성, 세포막 저해, 용해 효소, 식물 저항성 유도 등)",미생물
살균,바실루스서브틸리스지비365,Bacillus subtilis GB-0365,,Bacillus subtilis GB0365,,,미생물,,,,,,,,생2,"미생물 및 미생물 추출물 또는 대사산물(경쟁, 균기생, 항균성, 세포막 저해, 용해 효소, 식물 저항성 유도 등)",미생물
살균,바실루스서브틸리스케이비401,Bacillus subtilis KB-401,,Bacillus subtilis KB 401,,,미생물,,,,,,,,생1,"식물 추출물(세포벽, 이온막수송체에 다양한 작용, 포자 및 발아관에 영향, 식물저항성 유도 등)",미생물
살균,바실루스서브틸리스케이비시1010,Bacillus subtilis KBC-1010,,Bacillus subtilis KBC1010,,,미생물,,,,,,,,생2,"미생물 및 미생물 추출물 또는 대사산물(경쟁, 균기생, 항균성, 세포막 저해, 용해 효소, 식물 저항성 유도 등)",미생물
살균,바실루스서브틸리스큐에스티713,Bacillus subtilis QST-713,,Bacillus subtilis QST713,,,미생물,,,,,,,,생2,"미생물 및 미생물 추출물 또는 대사산물(경쟁, 균기생, 항균성, 세포막 저해, 용해 효소, 식물 저항성 유도 등)",미생물
살균,바실루스아밀로리퀴파시엔스케이비시1121,Bacillus amyloliquefaciens KBC-1121,,bacillus amyloliquefaciens kbc1121,,,미생물,,,,배지상의 colony 색상이 노란색을 띔,,,,생1,"식물 추출물(세포벽, 이온막수송체에 다양한 작용, 포자 및 발아관에 영향, 식물저항성 유도 등)",미생물
생조,바실루스테킬렌시스피에이엠비00293,Bacillus tequilensis PAMB00293,미생물,Bacillus tequilensis PAMB00293,,,Bacillus tequilensis PAMB00293,,,,황색 액상,,,1.01g/mL,,,
살균,바실루스푸밀루스큐에스티2808,Bacillus pumilus QST-2808,,Bacillus pumilus QST2808,,,미생물,,,,,,,,바6,병원균의 세포막 기능을 교란하는 미생물,미생물
살충,바이오레스메트린,Bioresmethrin,28434-01-7,"5-benzyl-3-furylmethyl (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate or 5-benzyl-3-furylmethyl (1R)-trans-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate",,"In water <0.3 mg/L (25℃).  Soluble in ethanol, acetone, chloroform, dichloromethane, ethyl acetate, toluene and xylene. In ethylene glycol <10 g/L.",C22H26O3,Decomp. >180℃,338.4,Decomp. >180℃,황색~갈색 점성 액체 (tech.),>4.7,32℃,1.050 (20℃),3a,합성피레스로이드계,pyrethroid ester
살충,바이오퍼메트린,biopermethrin,51877-74-8,"3-phenoxybenzyl (1R,3S)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate or 3-phenoxybenzyl (1R)-trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",,,C21H20Cl2O3,,391.3,,,,,,3a,합성피레스로이드계,pyrethroid ester
살균,발리다마이신에이,Validamycin A,37248-47-8,"1L-(1,3,4/2,6)-2,3-dihydroxy-6-hydroxymethyl-4-[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-hydroxymethylcyclohex-2-enylamino]cyclohexyl b-D-glucopyranoside  or  (1R,2R,3S,4S,6R)-2,3-dihydroxy-6-hydroxymethyl-4-[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-hydroxymethylcyclohex-2-enylamino]cyclohexyl β-D-glucopyranoside",,,C20H35NO13,,497.5,,무색 무취 흡습성 분말,,125.9℃,1.402 (20℃),미분류(살균제),"메트라페논, 사이목사닐, 사이플루페나미드 등",antibiotic
살균,발리페날레이트,Valifenalate,283159-90-0,Methyl-3-(4-chlorophenyl)-3[(N-(isopropylcarbonyl)-L-valyl)amino]=propanoate(Valifenalate),,"In water  2.41 x 10^-2 g/L (pH 4.9-5.9), 4.55 x 10^-2 g/L (pH 9.5-9.8) (both 20±0.5℃). In n-heptane 2.55 x 10^-2, xylene 2.31, acetone 29.3 , ethyl acetate 25.4, 1,2-dichloroethane 14.4,     methanol 28.8 (all in g/L, 20±0.5℃).",C19H27ClN2O5,367±0.5℃/101.83~102.16 kPa,398.9,367±0.5℃/101.83~102.16 kPa,무취 백색 미세 분말,,147℃,1.25 (21±0.5℃),아5,"셀룰로오스 합성 저해 (디메토모르프, 벤티아발리카브, 발리페날레이트)",acylamino acid
제초,베나졸린디메틸암모늄,benazolin-dimethylammonium,38561-76-1,"4-chloro-2,3-dihydro-2-oxo-1,3-benzothiazol-3-ylacetic acid - dimethylamine (1:1) or dimethylammonium 4-chloro-2,3-dihydro-2-oxo-1,3-benzothiazol-3-ylacetate",,,C11H13ClN2O3S,,288.8,,,,,,O,인돌아세트산 유사작용,benzothiazole
제초,베나졸린에틸,benazolin-ethyl,25059-80-7,"ethyl 4-chloro-2,3-dihydro-2-oxo-1,3-benzothiazol-3-ylacetate",,"In water 47 mg/L (20℃).  In acetone 229, dichloromethane 603, ethyl acetate 148, methanol 28.5, toluene 198 (all in g/L, 20℃).",C11H10ClNO3S,,271.7,,백색 결정성 고체,"2.50 (20℃, in distilled water)",79.2℃,1.45 (20℃),O,인돌아세트산 유사작용,benzothiazole
제초,베나졸린포타슘,benazolin-potassium,67338-65-2,"potassium 4-chloro-2,3-dihydro-2-oxo-1,3-benzothiazol-3-ylacetate",,,C9H5ClKNO3S,,281.8,,,,,,O,인돌아세트산 유사작용,benzothiazole
살균,베날락실,Benalaxyl,71626-11-4,"methyl N-(phenylacetyl)-N-(2,6-xylyl)-DL-alaninate",,"In water 28.6 mg/L (20℃).  In acetone, methanol, ethyl acetate, 1,2-dichloroethane and xylene >250, n-heptane <20 (all in g/kg, 22℃).",C20H23NO3,,325.4,,백색 고체,3.54 (20℃),78-80℃,1.181 (20℃),가1,RNA 중합효소 Ⅰ 저해,"acylamino acid, anilide"
살균,베날락실엠,Benalaxyl-M,98243-83-5,"methyl N-(phenylacetyl)-N-(2,6-xylyl)-D-alaninate",,"In water 33.00 mg/L (pH 7, 20℃). In acetone. methanol, ethyl acetate, 1,2-dichloroethane and xylene &#38;gt45% (20℃). In n-heptane 18682 mg/L (20℃).",C20H23NO3,Decomp. 280-290℃,325.4,Decomp. 280-290℃,백색 무취 미세 결정성 고체,,76.0±0.5℃,1.1731 (20±1℃),가1,RNA 중합효소 Ⅰ 저해,"acylamino aicd, anilide"
살균,베노밀,Benomyl,17804-35-2,methyl 1-(butylcarbamoyl)benzimidazol-2-ylcarbamate,,"In water 3.6 (pH 5), 2.9 (pH 7), 1.9 (pH 9) (all in mg/L, room temp.).  In chloroform 94, DMF 53, acetone 18, xylene 10, ethanol 4, heptane 0.4 (all in g/kg, 25℃).",C14H18N4O3,,290.3,,무색 결정,,140℃ (decomp.),Bulk density 0.38,나1,미세소관 생합성 저해 (벤지미다졸계),"carbamate, benzimidazole, benzimidazolylcarbamate"
제초,베녹사코르,benoxacor,98730-04-2,"(RS)-4-dichloroacetyl-3,4-dihydro-3-methyl-2H-1,4-benzoxazine",,"In water 38 mg/L (25℃).  In acetone 270, dichloromethane 460, ethyl acetate 200, hexane 6.3, methanol 45, n-octanol 18, toluene 120 (all in g/L, 25℃).",C11H11Cl2NO2,,260.1,,백색 무취 결정성 분말,2.6 (25℃),104.5℃,1.49 (21℃),미분류,작용기구 불명,herbicide safeners
살충,베타사이플루트린,Beta-cyfluthrin,1820573-27-0,"reaction mixture comprising the enantiomeric pair (R)-α-cyano-4-fluoro-3-phenoxybenzyl (1S,3S)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate and (S)-α-cyano-4-fluoro-3-phenoxybenzyl (1R,3R)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate in ratio 1:2 with the enantiomeric pair (R)-α-cyano-4-fluoro-3-phenoxybenzyl (1S,3R)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate and (S)-α-cyano-4-fluoro-3-phenoxybenzyl (1R,3S)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",,"In water 1.9 (pH 7), 2.9 (pH 7) (both in ㎍/L, 20℃) (diastereoisomer 2, 4). In n-hexane 10-20, isopropanol 5-10 (both in g/L, 20℃) (diastereoisomer 2).",C22H18Cl2FNO3,Decomp. >210℃,434.3,Decomp. >210℃,무색 결정,,"81,106℃ (diastereoisomer 2, 4)",1.34 g/cm^3 (22℃),3a,합성피레스로이드계,pyrethroid ester
살균,베톡사진,bethoxazin,163269-30-5,"3-benzo[b]thien-2-yl-5,6-dihydro-1,4,2-oxathiazine 4-oxide",,,C11H9NO2S2,,251.3,,,,,,미분류,작용기구 불명,unclassified
제초,베플루부타미드,beflubutamid,113614-08-7,"(RS)-N-benzyl-2-(α,α,α,4-tetrafluoro-m-tolyloxy)butyramide",,"In water 3.29 mg/L (20℃). In acetone &#38;gt600, 1,2-dichloroethane &#38;gt544, ethyl acetate &#38;gt571, methanol &#38;gt473, n-heptane 2.18, xylene 106 (all in g/L, 20℃).",C18H17F4NO2,,355.3,,백색 솜털모양  분말,4.28,75℃,1.33,H12,카로티노이드 생합성 저해(PDS),amide
살충,벤디오카브,Bendiocarb,22781-23-3,"2,2-dimethyl-1,3-benzodioxol-4-yl methylcarbamate",,"In water 0.28 g/L (pH 7, 20℃).  In dichloromethane 200-300, acetone 150-200, methanol 75-100, ethyl acetate 60-75,     p-xylene 11.7, n-hexane 0.225 (all in g/L, 20℃).",C11H13NO4,,223.2,,무색 무취 결정성 고체,1.72 (pH 6.55),129℃,1.29 (20℃),1a,카바메이트계,carbamate
제초,벤설라이드,Bensulide,741-58-2,"O,O-diisopropyl S-2-phenylsulfonylaminoethyl phosphorodithioate",,"In water 25 mg/L (25℃).  In kerosene 300 mg/L (20℃).    Miscible with acetone, ethanol, methyl isobutyl ketone, and xylene.",C14H24NO4PS3,,397.5,,무색 고체,4.2,34.4℃,1.25 (22℃),N,그밖의 지질 생합성 저해,organophosphorus
살충,벤설탑,Bensultap,17606-31-4,"S,S′-2-dimethylaminotrimethylene di(benzenethiosulfonate)",,"In water 0.448 mg/L (20℃).  In hexane 0.0319, toluene 83.3, dichloromethane >1000, methanol 10.48, ethyl acetate 149 (all in g/L, 20℃).",C17H21NO4S4,,431.6,,담황색 결정성 분말,2.28 (25℃),81.5-82.9℃,0.791 (20℃),14,네레이스톡신 유사체,nereistoxin analogue
제초,벤설퓨론,bensulfuron,99283-01-9,"α-[(4,6-dimethoxypyrimidin-2-ylcarbamoyl)sulfamoyl]-o-toluic acid",,,C15H16N4O7S,,396.4,,,,,,B,분지 아미노산 생합성 저해,pyrimidinylsulfonylurea
제초,벤설퓨론메틸,Bensulfuron-methyl,83055-99-6,"methyl α-[(4,6-dimethoxypyrimidin-2-ylcarbamoyl)sulfamoyl]-o-toluate",,"In water 2.1 (pH 5), 67 (pH 7), 3100 (pH 9) (all in mg/L, 25℃).  In acetone 5.10, acetonitrile 3.75, dichloromethane 18.4, ethyl acetate 1.75,     n-heptane 3.62 ×10^-4, xylene 0.229 (all in g/L, 20℃).",C16H18N4O7S,,410.4,,백색 무취 고체,0.79,185-188℃,1.49 (20℃),H02,분지 아미노산 생합성 저해,pyrimidinylsulfonylurea
살균,벤자막릴,benzamacril,127087-86-9,(EZ)-3-[benzyl(methyl)amino]-2-cyanoacrylic acid,,,C12H12N2O2,,216.2,,,,,,미분류,작용기구 불명,cyanoacrylate
살균,벤자막릴아이소뷰틸,benzamacril-isobutyl,88107-27-1,isobutyl (EZ)-3-[benzyl(methyl)amino]-2-cyanoacrylate,,,C16H20N2O2,,272.3,,,,,,미분류,작용기구 불명,cyanoacrylate
제초,벤조비사이클론,Benzobicyclon,156963-66-5,3-(2-chloro-4-mesylbenzoyl)-2-phenylthiobicyclo[3.2.1]oct-2-en-4-one,,In water 0.052 mg/L (20℃).,C22H19ClO4S2,,446.97,,담황색 무취 결정,,187.3℃,1.45 (20.5℃),H27,카로티노이드 생합성 저해(HPPD),unclassified
살균,벤조빈디플루피르,Benzovindiflupyr,1072957-71-1,"N-[(1RS,4SR)-9-(dichloromethylene)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-5-yl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide",,,,,,,,,,,,,
제초,벤조페나프,benzofenap,82692-44-2,"2-[4-(2,4-dichloro-m-toluoyl)-1,3-dimethylpyrazol-5-yloxy]-4′-methylacetophenone",,"In water 0.13 mg/L (25℃).   In xylene 69, acetone 73, n-hexane 5.6, chloroform 920 (all in g/L, 20℃).",C22H20Cl2N2O3,,431.3,,백색 고체,4.69,133.1-133.5℃,,F2,카로티노이드 생합성 저해(HPPD),benzoylpyrazole
제초,벤조플루오르,benzofluor,68672-17-3,4′-ethylthio-2′-(trifluoromethyl)methylsulfonanilide,,,C10H12F3NO2S2,,299.3,,,,,,미분류,작용기구 불명,sulfonanilide
살충,벤족시메이트,Benzoximate,29104-30-1,"3-chloro-α-(EZ)-ethoxyimino-2,6-dimethoxybenzyl benzoate  or  ethyl O-benzoyl-3-chloro-2,6-dimethoxybenzohydroximate",,"In water 30 mg/L (25℃).  In DMF 1460, xylene 710, benzene 650, hexane 80 (all in g/L, 20℃).",C18H18ClNO5,,363.8,,무색 결정,2.4,73℃,1.30 (20℃),미분류(살충제),"아자디락틴, 디코폴 등",bridged diphenyl
제초,벤즈펜디존,benzfendizone,158755-95-4,"methyl (RS)-2-(5-ethyl-2-{4-[1,2,3,6-tetrahydro-3-methyl-2,6-dioxo-4-(trifluoromethyl)pyrimidin-1-yl]phenoxymethyl}phenoxy)propionate",,,C25H25F3N2O6,,506.5,,,,,,E,엽록소 생합성 저해,uracil
제초,벤지프람,benzipram,35256-86-1,"N-benzyl-N-isopropyl-3,5-dimethylbenzamide",,,C19H23NO,,281.4,,,,,,미분류,작용기구 불명,amide
제초,벤카바존,bencarbazone,173980-17-1,"4-[4,5-dihydro-4-methyl-5-oxo-3-(trifluoromethyl)-1H-1,2,4-triazol-1-yl]-2-[(ethylsulfonyl)amino]-5-fluorobenzenecarbothioamide",,,C13H13F4N5O3S2,,427.4,,,,,,E,엽록소 생합성 저해,"thioamide, triazolone"
살충,벤클로티아즈,benclothiaz,89583-90-4,"7-chloro-1,2-benzothiazole",,,C7H4ClNS,,169.6,,,,,,미분류,작용기구 불명,unclassified nematicides
살균,벤타루론,bentaluron,28956-64-1,"1-(1,3-benzothiazol-2-yl)-3-isopropylurea",,,C11H13N3OS,,235.3,,,,,,차1,"살리실산 유사작용 (벤조티아디아졸계, 아시벤졸라 에스 메틸)","benzothiazole, urea"
제초,벤타존,Bentazone,25057-89-0,"3-isopropyl-1H-2,1,3-benzothiadiazin-4(3H)-one 2,2-dioxide",,,C10H12N2O3S,,240.3,,무색 결정,,138℃,1.41 (20℃),H06,광화학계 Ⅱ 저해 (D1 Histidine 215 binders),unclassified
